,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
410,475,Paraguay,N,223,NA,NA,Wheat,Winter,Wheat,101,11-Apr,172,21-Jun,136.5,72,254,11-Sep,324,20-Nov,289,71,GIEWS,,NA,Wheat.Winter,223,152.5,-25.6741517,-55.37546511,1834.993565,-2.040239774,21.48958506,145.0713436,16.38155892,90.52815747,25.95028487,192.6429404,6,7,1,10,18.58241364,146.1594813,0.505999983,11.65533847,138.3071695,0.86175917,350,2.039685837,165,1.867108521,-3.019942853,0.863135109,2785.497395,2173.497395,2020.497395,1561.497395,1255.497395,7835.700435,6375.700435,6010.700435,4915.700435,4185.700435,NA,NA,NA,NA,NA,0,0,0,0,0,46,0,0,0,0,0,46,365,365,365,365,365,365,18.20586533,125.1125069,NA,NA,NA,NA,2,TRUE,2X
1280,1554,Queensland,S,202,253,NA,Sorghum,,Sorghum,244,1-Sep,59,28-Feb,334,181,60,1-Mar,181,30-Jun,120.5,122,FAS Australia,,NA,Sorghum,253,151.5,-25.57871199,149.6806775,5054.389073,-3.431109091,20.01284058,58.9248063,12.47480504,26.55191616,26.00555771,101.338403,7,9,1,1,24.50863177,82.16710768,0.671324556,14.44903162,293.6884902,0.1958049,258,0.554377578,45,0.413619196,-4.221438939,0.615980612,3663.180613,3055.180613,2903.180613,2447.180613,2143.180613,7293.810962,5833.810962,5468.810962,4373.810962,3643.810962,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,84,121,94,365,94,94,365,94,24.09987245,81.29857181,NA,NA,NA,NA,2,FALSE,2
411,476,Paraguay,N,223,NA,NA,Maize,,Maize,192,11-Jul,263,20-Sep,227.5,72,10,10-Jan,81,22-Mar,45.5,72,GIEWS,,NA,Maize,223,183,-25.33280528,-55.8824389,3598.691179,-1.773505944,21.85894706,140.27111,16.77241315,80.17577858,26.29524151,183.234056,6,7,1,10,18.33866093,93.59492461,0.504829204,12.01942357,156.1057215,0.843705416,350,1.816649197,159,1.044682085,-2.999408809,0.835693586,4283.848727,3551.848727,3368.848727,2819.848727,2453.848727,7970.633268,6510.633268,6145.633268,5050.633268,4320.633268,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24,365,365,365,365,365,365,23.40900944,154.4859435,NA,NA,NA,NA,2,FALSE,2
412,477,Paraguay,N,223,NA,NA,Rice,,Rice,283,10-Oct,354,20-Dec,318.5,72,70,11-Mar,141,21-May,105.5,72,GIEWS,,NA,Rice,223,152,-25.31934729,-55.89717233,280.7156475,-1.795029921,21.83421832,139.2248471,16.75545715,80.9353508,26.2497803,183.1732765,6,7,1,10,23.97654729,165.7466173,0.580789104,14.16459422,263.503111,0.831152947,350,1.821163086,162,0.936203454,-2.991111762,0.83880294,3813.521866,3205.521866,3053.521866,2597.521866,2293.521866,7961.66426,6501.66426,6136.66426,5041.66426,4311.66426,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25,365,365,365,365,365,365,25.08895965,155.4648031,NA,NA,NA,NA,2,FALSE,2
413,478,Paraguay,N,223,NA,NA,Sorghum,,Sorghum,254,11-Sep,324,20-Nov,289,71,10,10-Jan,80,21-Mar,45,71,GIEWS,,NA,Sorghum,223,121,-25.31866442,-55.88630252,228.0487211,-1.795785921,21.83244341,139.3407818,16.75536543,80.99572782,26.24562973,183.3445507,6,7,1,10,22.36703348,183.0540234,0.511088444,13.4732047,224.4858006,0.832443436,350,1.822901588,162,1.252866651,-2.989740258,0.838809004,3026.676029,2542.676029,2421.676029,2058.676029,1816.676029,7961.017683,6501.017683,6136.017683,5041.017683,4311.017683,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25,365,365,365,365,365,365,25.01385148,164.3037091,NA,NA,NA,NA,2,FALSE,2
415,480,Paraguay,N,223,NA,NA,Sweet.Potatoes,,Sweet Potato,223,11-Aug,293,20-Oct,258,71,71,12-Mar,141,21-May,106,71,GIEWS,,NA,Sweet.Potatoes,223,213,-25.3175107,-55.88624799,140.7828523,-1.79583876,21.8329008,139.3425966,16.75648088,80.96466817,26.24534864,183.3408443,6,7,1,10,19.96685546,124.2978775,0.451981761,12.6987338,180.1836588,0.832657966,350,1.822368088,162,1.124213752,-2.989245797,0.838691998,5163.835019,4311.835019,4098.835019,3459.835019,3033.835019,7961.185651,6501.185651,6136.185651,5041.185651,4311.185651,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25,365,365,365,365,365,365,24.2433569,158.0091821,NA,NA,NA,NA,2,FALSE,2
621,741,Paraguay,N,223,NA,NA,Cotton,,Cotton,270,27-Sep,355,21-Dec,312.5,86,42,11-Feb,163,12-Jun,102.5,122,MWCACP Updates,,NA,Cotton,223,155,-25.25358109,-56.0340304,1831.932676,-1.697484594,21.95116111,138.7510547,16.85989607,77.25108657,26.39375211,180.0371285,6,7,1,10,23.75279982,171.8606973,0.581059209,14.03396735,259.8181417,0.840147614,350,1.759032051,156,0.989105588,-2.998102867,0.827716294,3909.463305,3289.463305,3134.463305,2669.463305,2359.463305,8004.305263,6544.305263,6179.305263,5084.305263,4354.305263,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15,365,365,365,365,365,365,25.2223439,157.6438213,NA,NA,NA,NA,2,FALSE,2
659,810,Brazil (Center-South),S,174,-1,NA,Rice,,Rice,286,13-Oct,365,31-Dec,325.5,80,28,28-Jan,148,28-May,88,121,MWCACP,,NA,Rice,-1,127.5,-25.13972578,-52.603053,18883.85811,-0.26629163,20.74755313,129.9109961,16.54363241,83.31273598,24.44861809,180.6322063,7,7,1,1,22.54147709,152.5628111,0.500806528,14.28433064,247.1703201,0.924036477,319,1.266900118,166,0.937411573,-2.404928732,0.741519521,3043.398552,2531.398552,2403.398552,2019.398552,1763.398552,7565.906329,6105.906329,5740.906329,4645.906329,3915.906329,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,47,365,365,365,365,365,365,23.77655119,169.7447882,NA,NA,NA,NA,2,FALSE,2
1279,1553,Queensland,S,202,253,NA,Oats,Winter,Oats,121,1-May,181,30-Jun,151,61,274,1-Oct,365,31-Dec,319.5,92,FAS Australia,,NA,Oats.Winter,253,168.5,-24.9834287,149.1844585,1002.054134,-2.889683091,20.25533136,61.8786516,12.91689813,25.12724386,26.06432365,115.2649361,7,9,1,1,15.3674319,37.49567544,0.649855407,11.51497184,149.7948851,0.183296392,258,0.629438499,45,0.486564685,-4.111569978,0.57727679,2851.45844,2175.45844,2006.45844,1499.45844,1161.45844,7382.663926,5922.663926,5557.663926,4462.663926,3732.663926,NA,NA,NA,NA,NA,0,0,0,0,78,100,0,0,0,0,78,115,110,365,110,110,365,110,16.87253515,38.24661015,NA,NA,NA,NA,2,TRUE,2X
414,479,Paraguay,N,223,NA,NA,Potatoes,,Potato,193,12-Jul,232,20-Aug,212.5,40,314,10-Nov,19,19-Jan,349,71,GIEWS,,NA,Potatoes,223,136.5,-24.71768391,-56.92833431,2.152853307,-1.440190138,22.59860396,126.9434649,17.61038022,66.50661575,26.91977062,163.0185789,6,7,1,10,18.59798013,72.89650366,0.567148321,11.77549563,152.7881795,0.75428875,349,1.466215413,160,0.840712221,-2.923652269,0.801441709,3077.65399,2529.65399,2392.65399,1981.65399,1707.65399,8241.033638,6781.033638,6416.033638,5321.033638,4591.033638,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365,22.46462766,128.3097305,NA,NA,NA,NA,2,TRUE,2X
1278,1552,Queensland,S,202,253,NA,Maize,,Corn,244,1-Sep,365,31-Dec,304.5,122,60,1-Mar,212,31-Jul,136,153,FAS Australia,,NA,Maize,253,196.5,-24.1499644,149.4833877,354.3084948,-1.374426629,20.66111329,71.54639772,14.05823615,25.81469171,25.75758454,142.5134367,7,9,1,1,22.79144352,65.92538496,0.671102138,13.79616227,275.4137849,0.186972809,258,0.818470978,45,0.365621627,-3.65191274,0.524434536,4668.383156,3880.383156,3683.383156,3092.383156,2698.383156,7531.942056,6071.942056,5706.942056,4611.942056,3881.942056,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,51,98,137,365,137,137,365,137,23.69737643,100.1660184,NA,NA,NA,NA,2,FALSE,2
